         30819661 function calls (30815093 primitive calls) in 57.762 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        2    0.000    0.000    0.000    0.000 core.py:884(__init__)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3938(struct___GLsync)
        1    0.000    0.000    0.000    0.000 cocoa.py:45(CocoaDisplay)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:413(FogCoordAttribute)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:488(MultiTexCoordAttribute)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 pil.py:47(PILImageDecoder)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        1    0.000    0.000    0.000    0.000 png.py:75(PNGImageEncoder)
        2    0.000    0.000    0.000    0.000 bmp.py:353(get_decoders)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        1    0.000    0.000    0.000    0.000 runtime.py:369(OBJC_METHOD_DESCRIPTION)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:506(VertexAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:322(SolidColorImagePattern)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1146(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:170(MouseCursor)
        4    0.000    0.000    0.000    0.000 __init__.py:108(get_animation_file_extensions)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 core.py:798(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:1126(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1330(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:2389(__init__)
        1    0.000    0.000    0.000    0.000 cocoa.py:156(CocoaCanvas)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 lib.py:76(c_void)
        1    0.000    0.000    0.000    0.000 __init__.py:1218(PlaceHolder)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 clock.py:132(_ScheduledIntervalItem)
        1    0.000    0.000    0.000    0.000 __init__.py:418(__init__)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.000    0.000 linalg.py:188(_assert_2d)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 glu.py:205(struct_GLUnurbs)
        1    0.000    0.000    0.000    0.000 base.py:349(Canvas)
        1    0.000    0.000    0.000    0.000 cocoatypes.py:51(NSSize)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:35(TypeNADict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1242(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:134(ImageEncoder)
        1    0.000    0.000    0.000    0.000 atlas.py:67(AllocatorException)
        1    0.000    0.000    0.000    0.000 ElementPath.py:334(_SelectorContext)
        1    0.000    0.000    0.000    0.000 functools.py:940(__set_name__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 linalg.py:194(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 cocoa.py:164(CocoaConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:305(ImagePattern)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 pathlib.py:1033(PurePosixPath)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1123(IntegerFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:345(_WindowMetaclass)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 png.py:109(get_encoders)
        1    0.000    0.000    0.000    0.000 __init__.py:729(Filter)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 core.py:823(_DomainTan)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:200(AbstractMappable)
        1    0.000    0.000    0.000    0.000 pathlib.py:493(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:571(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 _methods.py:45(_sum)
        1    0.000    0.000    0.000    0.000 lib.py:48(MissingFunctionException)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:202(ImageMouseCursor)
        1    0.000    0.000    0.000    0.000 pil.py:116(get_file_extensions)
        2    0.000    0.000    0.000    0.000 pil.py:150(get_decoders)
        1    0.000    0.000    0.000    0.000 pil.py:154(get_encoders)
        2    0.000    0.000    0.000    0.000 png.py:105(get_decoders)
        1    0.000    0.000    0.000    0.000 png.py:324(Error)
        1    0.000    0.000    0.000    0.000 bmp.py:117(RGBFields)
        1    0.000    0.000    0.000    0.000 bmp.py:148(BMPImageDecoder)
        1    0.000    0.000    0.000    0.000 Image.py:2557(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 index_tricks.py:680(IndexExpression)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7092(struct__cl_context)
        2    0.000    0.000    0.000    0.000 base.py:414(get_info)
        1    0.000    0.000    0.000    0.000 runtime.py:492(OBJC_SUPER)
        1    0.000    0.000    0.000    0.000 cocoatypes.py:55(NSRect)
        1    0.000    0.000    0.000    0.000 cocoatypes.py:79(NSRange)
        1    0.000    0.000    0.000    0.000 allocation.py:74(AllocatorMemoryException)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1179(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 extras.py:1502(mr_class)
        1    0.000    0.000    0.000    0.000 __init__.py:98(ImageDecodeException)
        1    0.000    0.000    0.000    0.000 __init__.py:1743(RootLogger)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:782(is_package)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 threading.py:918(_set_ident)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.alignment}
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 core.py:841(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3945(struct___GLsync)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7109(struct__cl_context)
        1    0.000    0.000    0.000    0.000 agl.py:55(struct_GDevice)
        1    0.000    0.000    0.000    0.000 cocoatypes.py:75(CFRange)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:1043(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1568(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:448(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1136(BoolFormat)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:845(recursive)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 extras.py:270(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:288(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 resource.py:97(ResourceNotFoundException)
        1    0.000    0.000    0.000    0.000 resource.py:213(FileLocation)
        2    0.000    0.000    0.000    0.000 pyglet_view.py:160(isOpaque)
        1    0.000    0.000    0.000    0.000 atlas.py:223(TextureBin)
        1    0.000    0.000    0.000    0.000 dds.py:151(DDSImageDecoder)
        1    0.000    0.000    0.000    0.000 pil.py:115(PILImageEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1280(disable)
        1    0.000    0.000    0.000    0.000 png.py:48(PNGImageDecoder)
        1    0.000    0.000    0.000    0.000 Image.py:91(DecompressionBombWarning)
        2    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 agl.py:76(struct___AGLRendererInfoRec)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:1884(DepthTexture)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 core.py:862(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:878(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 glu.py:212(struct_GLUnurbs)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:442(AbstractBufferRegion)
        2    0.000    0.000    0.000    0.000 enum.py:1016(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1575(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1272(_MainThread)
        1    0.000    0.000    0.000    0.000 lib.py:83(GLException)
        1    0.000    0.000    0.000    0.000 lib.py:81(_TraceLibrary)
        1    0.000    0.000    0.000    0.000 resource.py:230(ZIPLocation)
        1    0.000    0.000    0.000    0.000 __init__.py:248(Projection)
        1    0.000    0.000    0.000    0.000 dds.py:128(DDPIXELFORMAT)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 __init__.py:134(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(exec_module)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7130(struct__cl_event)
        1    0.000    0.000    0.000    0.000 util.py:241(DecodeException)
        1    0.000    0.000    0.000    0.000 __init__.py:685(NullGroup)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:479(VertexArrayRegion)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1237(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.000    0.000 extras.py:326(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 resource.py:260(URLLocation)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:46(LargeZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:143(WindowException)
        1    0.000    0.000    0.000    0.000 __init__.py:165(MouseCursorException)
        1    0.000    0.000    0.000    0.000 event.py:164(EventException)
        1    0.000    0.000    0.000    0.000 __init__.py:87(AppException)
        1    0.000    0.000    0.000    0.000 quartz.py:49(get_file_extensions)
        1    0.000    0.000    0.000    0.000 Image.py:2566(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 core.py:155(MAError)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7099(struct__cl_event)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7116(struct__cl_event)
        1    0.000    0.000    0.000    0.000 base.py:237(ObjectSpace)
        1    0.000    0.000    0.000    0.000 agl.py:66(struct_OpaqueGrafPtr)
        1    0.000    0.000    0.000    0.000 agl.py:92(struct___AGLContextRec)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:464(VertexBufferObjectRegion)
        1    0.000    0.000    0.000    0.000 __init__.py:608(TextureSequence)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:362(_unspecified)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 threading.py:1107(daemon)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 resource.py:188(Location)
        1    0.000    0.000    0.000    0.000 __init__.py:196(DefaultMouseCursor)
        1    0.000    0.000    0.000    0.000 __init__.py:270(Projection2D)
        1    0.000    0.000    0.000    0.000 __init__.py:2120(BufferImageMask)
        2    0.000    0.000    0.000    0.000 base.py:233(is_complete)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 linalg.py:2166(_lstsq_dispatcher)
        1    0.000    0.000    0.000    0.000 twodim_base.py:468(_vander_dispatcher)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polynomial.py:661(_polyval_dispatcher)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 core.py:163(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:831(__init__)
        1    0.000    0.000    0.000    0.000 glu.py:220(struct_GLUquadric)
        1    0.000    0.000    0.000    0.000 glu.py:235(struct_GLUtesselator)
        1    0.000    0.000    0.000    0.000 glu.py:242(struct_GLUtesselator)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7123(struct__cl_context)
        1    0.000    0.000    0.000    0.000 agl.py:84(struct___AGLPixelFormatRec)
        1    0.000    0.000    0.000    0.000 agl.py:100(struct___AGLPBufferRec)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:518(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:188(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 __init__.py:122(ContextException)
        1    0.000    0.000    0.000    0.000 __init__.py:148(NoSuchDisplayException)
        1    0.000    0.000    0.000    0.000 __init__.py:153(NoSuchConfigException)
        1    0.000    0.000    0.000    0.000 __init__.py:102(ImageEncodeException)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 png.py:329(FormatError)
        1    0.000    0.000    0.000    0.000 png.py:348(Default)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 __init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:184(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:192(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:126(ConfigException)
        1    0.000    0.000    0.000    0.000 Image.py:95(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 util.py:245(EncodeException)
        1    0.000    0.000    0.000    0.000 __init__.py:151(ImageException)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 pathlib.py:394(_Accessor)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2245(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:196(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 resource.py:789(path)
        1    0.000    0.000    0.000    0.000 __init__.py:159(NoSuchScreenModeException)
        1    0.000    0.000    0.000    0.000 dds.py:220(get_encoders)
        1    0.000    0.000    0.000    0.000 quartz.py:139(get_encoders)
        1    0.000    0.000    0.000    0.000 png.py:337(ProtocolError)
        1    0.000    0.000    0.000    0.000 png.py:344(ChunkError)
        1    0.000    0.000    0.000    0.000 error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 numeric.py:71(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:820(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:249(c_bool)
        1    0.000    0.000    0.000    0.000 dds.py:152(get_file_extensions)
        1    0.000    0.000    0.000    0.000 pil.py:48(get_file_extensions)
        1    0.000    0.000    0.000    0.000 png.py:76(get_file_extensions)
        1    0.000    0.000    0.000    0.000 polynomial.py:425(_polyfit_dispatcher)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 multiarray.py:75(empty_like)
        1    0.000    0.000    0.000    0.000 bmp.py:149(get_file_extensions)
        1    0.000    0.000    0.000    0.000 linalg.py:131(_linalgRealType)
        1    0.000    0.000    0.000    0.000 linalg.py:473(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 multiarray.py:634(result_type)
        1    0.000    0.000    0.000    0.000 quartz.py:54(get_animation_file_extensions)
        1    0.000    0.000    0.000    0.000 png.py:49(get_file_extensions)
        1    0.000    0.000    0.000    0.000 clock.py:603(get_default)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 random.py:806(seed)
        1    0.000    0.000    0.000    0.000 bmp.py:356(get_encoders)


